categ_name,ac_group,ccy,group,TOTAL_AMOUNT,BANK_DATE,INT_RATE,diffs,groupwise_total,categwise_total,datewise_total
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10690466,2018-11-16,5,1273703.0,24103388862,10690466,78941420026
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10663096,2018-11-17,5,-27370.0,24138635481,10663096,78881888136
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10357537,2018-11-18,5,-305559.0,24061962960,10357537,79117405481
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10766397,2018-11-19,5,408860.0,24042012805,10766397,79104023585
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10852944,2018-11-20,5,86547.0,23986881385,10852944,79081883800
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10940659,2018-11-21,5,87715.0,23958582974,10940659,79305803658
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,11995139,2018-11-22,5,1054480.0,23916240361,11995139,79570972083
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,11927953,2018-11-23,5,-67186.0,23890966712,11927953,80032388660
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,11885322,2018-11-24,5,-42631.0,23913427421,11885322,79997104089
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10644777,2018-11-25,5,-1240545.0,23867999419,10644777,79950372128
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10354681,2018-11-26,5,-290096.0,23851612276,10354681,79605734814
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10545093,2018-11-27,5,190412.0,23923339484,10545093,79644918795
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10511523,2018-11-28,5,-33570.0,23936340194,10511523,79583445429
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,11068277,2018-11-29,5,556754.0,23966577636,11068277,79606076246
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10631874,2018-11-30,5,-436403.0,23952433159,10631874,79410189108
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,10575089,2018-12-01,5,-56785.0,23947496521,10575089,79386819692
MBL SURAKSHIT TALAB KHATA,60,NPR,SAVING DEPOSIT,0,2018-11-27,0,,23923339484,0,79644918795
MBL SURAKSHIT TALAB KHATA,60,NPR,SAVING DEPOSIT,0,2018-11-28,0,0.0,23936340194,0,79583445429
MBL SURAKSHIT TALAB KHATA,60,NPR,SAVING DEPOSIT,0,2018-11-29,0,0.0,23966577636,0,79606076246
MBL SURAKSHIT TALAB KHATA,60,NPR,SAVING DEPOSIT,0,2018-11-30,0,0.0,23952433159,0,79410189108
MBL SURAKSHIT TALAB KHATA,60,NPR,SAVING DEPOSIT,0,2018-12-01,0,0.0,23947496521,0,79386819692
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8134,2018-11-03,0,,66364785,8134,77912665693
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-03,0,,4775,8134,77912665693
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-03,0,,8372,8134,77912665693
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-04,0,0.0,4752,8113,77977010989
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-04,0,0.0,8304,8113,77977010989
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8113,2018-11-04,0,-21.0,77772858,8113,77977010989
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-05,0,0.0,8370,8186,77951951880
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8186,2018-11-05,0,73.0,67925769,8186,77951951880
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-05,0,0.0,4789,8186,77951951880
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8176,2018-11-06,0,-10.0,64843770,8176,78165430308
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-06,0,0.0,4789,8176,78165430308
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-06,0,0.0,8411,8176,78165430308
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-07,0,0.0,4789,8176,78133777223
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-07,0,0.0,8411,8176,78133777223
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8176,2018-11-07,0,0.0,64951343,8176,78133777223
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8176,2018-11-08,0,0.0,64951343,8176,78082860514
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-08,0,0.0,8411,8176,78082860514
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-08,0,0.0,4789,8176,78082860514
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-09,0,0.0,4789,8176,78058049017
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8176,2018-11-09,0,0.0,64951343,8176,78058049017
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-09,0,0.0,8411,8176,78058049017
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-10,0,0.0,8411,8176,77844623425
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-10,0,0.0,4789,8176,77844623425
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8176,2018-11-10,0,0.0,64951343,8176,77844623425
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8120,2018-11-11,0,-56.0,56521079,8120,77433450315
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-11,0,0.0,8345,8120,77433450315
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-11,0,0.0,4729,8120,77433450315
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-12,0,0.0,8355,8162,77882990164
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-12,0,0.0,4748,8162,77882990164
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8162,2018-11-12,0,42.0,52597477,8162,77882990164
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-13,0,0.0,8333,8137,78114906003
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8137,2018-11-13,0,-25.0,52947851,8137,78114906003
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-13,0,0.0,4729,8137,78114906003
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8095,2018-11-14,0,-42.0,51029396,8095,78493156721
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-14,0,0.0,8279,8095,78493156721
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-14,0,0.0,4710,8095,78493156721
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-15,0,0.0,8330,8060,78517622829
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8060,2018-11-15,0,-35.0,71767903,8060,78517622829
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-15,0,0.0,4710,8060,78517622829
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8043,2018-11-16,0,-17.0,49982978,8043,78941420026
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-16,0,0.0,8311,8043,78941420026
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-16,0,0.0,4706,8043,78941420026
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-17,0,0.0,4706,8043,78881888136
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8043,2018-11-17,0,0.0,49982978,8043,78881888136
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-17,0,0.0,8311,8043,78881888136
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-18,0,0.0,4734,8053,79117405481
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-18,0,0.0,8402,8053,79117405481
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8053,2018-11-18,0,10.0,49842915,8053,79117405481
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8018,2018-11-19,0,-35.0,66043487,8018,79104023585
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-19,0,0.0,4715,8018,79104023585
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-19,0,0.0,8331,8018,79104023585
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-20,0,0.0,4715,8001,79081883800
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-20,0,0.0,8274,8001,79081883800
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8001,2018-11-20,0,-17.0,50558325,8001,79081883800
MIGRATION ACCOUNT-CR,99,USD,CURRENT,8001,2018-11-21,0,0.0,58388715,8001,79305803658
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-21,0,0.0,8232,8001,79305803658
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-21,0,0.0,4692,8001,79305803658
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-22,0,0.0,8177,7931,79570972083
MIGRATION ACCOUNT-CR,99,USD,CURRENT,7931,2018-11-22,0,-70.0,51366281,7931,79570972083
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-22,0,0.0,4652,7931,79570972083
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-23,0,0.0,344308,7917,80032388660
MIGRATION ACCOUNT-CR,99,USD,CURRENT,7917,2018-11-23,0,-14.0,50577228,7917,80032388660
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-23,0,0.0,8155,7917,80032388660
MIGRATION ACCOUNT-CR,99,USD,CURRENT,7917,2018-11-24,0,0.0,50577228,7917,79997104089
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-24,0,0.0,344308,7917,79997104089
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-24,0,0.0,8155,7917,79997104089
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-25,0,0.0,343963,7917,79950372128
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-25,0,0.0,8144,7917,79950372128
MIGRATION ACCOUNT-CR,99,USD,CURRENT,7917,2018-11-25,0,0.0,50550065,7917,79950372128
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-26,0,0.0,8189,7934,79605734814
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-26,0,0.0,344308,7934,79605734814
MIGRATION ACCOUNT-CR,99,USD,CURRENT,7934,2018-11-26,0,17.0,49604650,7934,79605734814
MIGRATION ACCOUNT-CR,99,USD,CURRENT,7927,2018-11-27,0,-7.0,48636832,7927,79644918795
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-27,0,0.0,242282,7927,79644918795
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-27,0,0.0,8158,7927,79644918795
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-28,0,0.0,241550,7910,79583445429
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-28,0,0.0,8139,7910,79583445429
MIGRATION ACCOUNT-CR,99,USD,CURRENT,7910,2018-11-28,0,-17.0,47727252,7910,79583445429
MIGRATION ACCOUNT-CR,99,USD,CURRENT,7829,2018-11-29,0,-81.0,47106291,7829,79606076246
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-29,0,0.0,8140,7829,79606076246
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-29,0,0.0,239600,7829,79606076246
MIGRATION ACCOUNT-CR,99,USD,CURRENT,7819,2018-11-30,0,-10.0,52246751,7819,79410189108
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-11-30,0,0.0,8132,7819,79410189108
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-11-30,0,0.0,239357,7819,79410189108
MIGRATION ACCOUNT-CR,99,JPY,CURRENT,0,2018-12-01,0,0.0,239357,7819,79386819692
MIGRATION ACCOUNT-CR,99,AUD,CURRENT,0,2018-12-01,0,0.0,8132,7819,79386819692
MIGRATION ACCOUNT-CR,99,USD,CURRENT,7819,2018-12-01,0,0.0,52246751,7819,79386819692
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-03,0,,493418496,62100,77912665693
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-03,0,,-9839485,62100,77912665693
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-03,0,,15324,62100,77912665693
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-04,0,0.0,-9814082,62100,77977010989
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-04,0,0.0,15250,62100,77977010989
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-04,0,0.0,517113324,62100,77977010989
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-05,0,0.0,510282649,62100,77951951880
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-05,0,0.0,15369,62100,77951951880
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-05,0,0.0,-9902993,62100,77951951880
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-06,0,0.0,214868401,62100,78165430308
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-06,0,0.0,526089549,62100,78165430308
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-06,0,0.0,15369,62100,78165430308
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-07,0,0.0,526089549,62100,78133777223
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-07,0,0.0,214868401,62100,78133777223
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-07,0,0.0,15369,62100,78133777223
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-08,0,0.0,526089549,62100,78082860514
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-08,0,0.0,214868401,62100,78082860514
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-08,0,0.0,15369,62100,78082860514
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-09,0,0.0,15369,62100,78058049017
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-09,0,0.0,214868401,62100,78058049017
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-09,0,0.0,526045549,62100,78058049017
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-10,0,0.0,491391449,62100,77844623425
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-10,0,0.0,214868398,62100,77844623425
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-10,0,0.0,15369,62100,77844623425
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-11,0,0.0,221425899,62100,77433450315
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-11,0,0.0,500794417,62100,77433450315
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-11,0,0.0,15175,62100,77433450315
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-12,0,0.0,15235,62100,77882990164
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-12,0,0.0,501822388,62100,77882990164
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-12,0,0.0,228335681,62100,77882990164
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-13,0,0.0,493604118,62100,78114906003
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-13,0,0.0,15175,62100,78114906003
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-13,0,0.0,58890511,62100,78114906003
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-14,0,0.0,58586561,62100,78493156721
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-14,0,0.0,490712147,62100,78493156721
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-14,0,0.0,15115,62100,78493156721
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-15,0,0.0,15115,62100,78517622829
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-15,0,0.0,7181448,62100,78517622829
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-15,0,0.0,500043616,62100,78517622829
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-16,0,0.0,504571500,62100,78941420026
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-16,0,0.0,15100,62100,78941420026
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-16,0,0.0,20356237,62100,78941420026
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-17,0,0.0,504571500,62100,78881888136
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-17,0,0.0,15100,62100,78881888136
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-17,0,0.0,20356237,62100,78881888136
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-18,0,0.0,15190,62100,79117405481
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-18,0,0.0,486583364,62100,79117405481
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-18,0,0.0,23125288,62100,79117405481
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-19,0,0.0,486367132,62100,79104023585
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-19,0,0.0,35964957,62100,79104023585
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-19,0,0.0,15130,62100,79104023585
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-20,0,0.0,477263215,62100,79081883800
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-20,0,0.0,15130,62100,79081883800
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-20,0,0.0,29445459,62100,79081883800
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-21,0,0.0,15056,62100,79305803658
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-21,0,0.0,476921078,62100,79305803658
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-21,0,0.0,32874560,62100,79305803658
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-22,0,0.0,59294734,62100,79570972083
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-22,0,0.0,14929,62100,79570972083
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,2018-11-22,0,0.0,468439204,62100,79570972083
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-23,0,0.0,14914,67100,80032388660
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-23,0,0.0,59190065,67100,80032388660
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,67100,2018-11-23,0,5000.0,475996207,67100,80032388660
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,67100,2018-11-24,0,0.0,475996207,67100,79997104089
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-24,0,0.0,59190065,67100,79997104089
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-24,0,0.0,14914,67100,79997104089
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,67100,2018-11-25,0,0.0,479174063,67100,79950372128
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-25,0,0.0,35227308,67100,79950372128
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-25,0,0.0,14899,67100,79950372128
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-26,0,0.0,16855622,67100,79605734814
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-26,0,0.0,14914,67100,79605734814
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,67100,2018-11-26,0,0.0,466781356,67100,79605734814
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,67100,2018-11-27,0,0.0,466437687,67100,79644918795
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-27,0,0.0,14839,67100,79644918795
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-27,0,0.0,22458056,67100,79644918795
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-28,0,0.0,14794,67100,79583445429
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,67100,2018-11-28,0,0.0,466361799,67100,79583445429
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-28,0,0.0,12869698,67100,79583445429
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-29,0,0.0,42844037,67100,79606076246
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-29,0,0.0,14675,67100,79606076246
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,67100,2018-11-29,0,0.0,459806467,67100,79606076246
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-11-30,0,0.0,39710619,67100,79410189108
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,67100,2018-11-30,0,0.0,460439210,67100,79410189108
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-11-30,0,0.0,14660,67100,79410189108
Margin on Bills Neg./Disc.,99,JPY,MARGIN DEPOSIT ,0,2018-12-01,0,0.0,14660,67100,79386819692
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,67100,2018-12-01,0,0.0,460416210,67100,79386819692
Margin on Bills Neg./Disc.,99,USD,MARGIN DEPOSIT ,0,2018-12-01,0,0.0,39710619,67100,79386819692
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-03,0,,493418496,86865,77912665693
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-04,0,0.0,517113324,86865,77977010989
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-05,0,0.0,510282649,86865,77951951880
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-06,0,0.0,526089549,86865,78165430308
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-07,0,0.0,526089549,86865,78133777223
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-08,0,0.0,526089549,86865,78082860514
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-09,0,0.0,526045549,86865,78058049017
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-10,0,0.0,491391449,86865,77844623425
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-11,0,0.0,500794417,86865,77433450315
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-12,0,0.0,501822388,86865,77882990164
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-13,0,0.0,493604118,86865,78114906003
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-14,0,0.0,490712147,86865,78493156721
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-15,0,0.0,500043616,86865,78517622829
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-16,0,0.0,504571500,86865,78941420026
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-17,0,0.0,504571500,86865,78881888136
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-18,0,0.0,486583364,86865,79117405481
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-19,0,0.0,486367132,86865,79104023585
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-20,0,0.0,477263215,86865,79081883800
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-21,0,0.0,476921078,86865,79305803658
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-22,0,0.0,468439204,86865,79570972083
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-23,0,0.0,475996207,86865,80032388660
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-24,0,0.0,475996207,86865,79997104089
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-25,0,0.0,479174063,86865,79950372128
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-26,0,0.0,466781356,86865,79605734814
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-27,0,0.0,466437687,86865,79644918795
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-28,0,0.0,466361799,86865,79583445429
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-29,0,0.0,459806467,86865,79606076246
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-11-30,0,0.0,460439210,86865,79410189108
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865,2018-12-01,0,0.0,460416210,86865,79386819692
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,17843031,2018-11-03,0,,493418496,17843031,77912665693
Margin on Goods for Payments,99,USD,MARGIN DEPOSIT ,0,2018-11-03,0,,-9839485,17843031,77912665693
Margin on Goods for Payments,99,USD,MARGIN DEPOSIT ,0,2018-11-04,0,0.0,-9814082,24211313,77977010989
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,24211313,2018-11-04,0,6368282.0,517113324,24211313,77977010989
