categ_name,ac_group,ccy,group,TOTAL_AMOUNT,BANK_DATE,INT_RATE,diffs,groupwise_total,categwise_total,datewise_total
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2104624290,2018-11-03,0,,39681070236,2104624290,77912665693
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2104624290,2018-11-04,0,0.0,39797917236,2104624290,77977010989
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2104624290,2018-11-05,0,0.0,39605799775,2104624290,77951951880
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2104624290,2018-11-06,0,0.0,39685066336,2104624290,78165430308
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2101624290,2018-11-07,0,-3000000.0,39589733166,2101624290,78133777223
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2101624290,2018-11-08,0,0.0,39509732666,2101624290,78082860514
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2101624290,2018-11-09,0,0.0,39397176831,2101624290,78058049017
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2101624290,2018-11-10,0,0.0,39323224531,2101624290,77844623425
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2101624290,2018-11-11,0,0.0,39457257531,2101624290,77433450315
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2101124290,2018-11-12,0,-500000.0,39626774481,2101124290,77882990164
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2100624290,2018-11-13,0,-500000.0,39636196681,2100624290,78114906003
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2100624290,2018-11-14,0,0.0,39677834681,2100624290,78493156721
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2080624290,2018-11-15,0,-20000000.0,39752907180,2080624290,78517622829
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2080624290,2018-11-16,0,0.0,39687439881,2080624290,78941420026
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2076124290,2018-11-17,0,-4500000.0,39588661881,2076124290,78881888136
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2076124290,2018-11-18,0,0.0,39762101481,2076124290,79117405481
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2076124290,2018-11-19,0,0.0,39837987881,2076124290,79104023585
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2076124290,2018-11-20,0,0.0,39921769574,2076124290,79081883800
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2072324290,2018-11-21,0,-3800000.0,40388196549,2072324290,79305803658
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2072324290,2018-11-22,0,0.0,40679622199,2072324290,79570972083
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2072324290,2018-11-23,0,0.0,40880834199,2072324290,80032388660
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2072324290,2018-11-24,0,0.0,40827450199,2072324290,79997104089
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2072324290,2018-11-25,0,0.0,40950938599,2072324290,79950372128
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2052324290,2018-11-26,0,-20000000.0,40983260599,2052324290,79605734814
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2052324290,2018-11-27,0,0.0,41009257750,2052324290,79644918795
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2052324290,2018-11-28,0,0.0,41029809950,2052324290,79583445429
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2052324290,2018-11-29,0,0.0,41043279250,2052324290,79606076246
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2050324290,2018-11-30,0,-2000000.0,40762353250,2050324290,79410189108
1 YEAR FD WITH MONTHLY INT,0,NPR,FIXED DEPOSIT,2050324290,2018-12-01,0,0.0,40692416250,2050324290,79386819692
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46480000,2018-11-03,0,,1848021560,12326119288,77912665693
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12279639288,2018-11-03,0,,39681070236,12326119288,77912665693
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12286787288,2018-11-04,0,7148000.0,39797917236,12333147288,77977010989
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46360000,2018-11-04,0,-120000.0,1843250420,12333147288,77977010989
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46780000,2018-11-05,0,420000.0,1976899410,12338422288,77951951880
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12291642288,2018-11-05,0,4855000.0,39605799775,12338422288,77951951880
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46720000,2018-11-06,0,-60000.0,1974363840,12341052288,78165430308
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12294332288,2018-11-06,0,2690000.0,39685066336,12341052288,78165430308
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46720000,2018-11-07,0,0.0,1974363840,12337247288,78133777223
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12290527288,2018-11-07,0,-3805000.0,39589733166,12337247288,78133777223
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46720000,2018-11-08,0,0.0,1974363840,12328447288,78082860514
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12281727288,2018-11-08,0,-8800000.0,39509732666,12328447288,78082860514
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12275725288,2018-11-09,0,-6002000.0,39397176831,12322445288,78058049017
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46720000,2018-11-09,0,0.0,1974363840,12322445288,78058049017
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46720000,2018-11-10,0,0.0,1974363840,12322329288,77844623425
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12275609288,2018-11-10,0,-116000.0,39323224531,12322329288,77844623425
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12295275288,2018-11-11,0,19666000.0,39457257531,12341675288,77433450315
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46400000,2018-11-11,0,-320000.0,1960840800,12341675288,77433450315
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46640000,2018-11-12,0,240000.0,1970983080,12341766288,77882990164
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12295126288,2018-11-12,0,-149000.0,39626774481,12341766288,77882990164
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12303583288,2018-11-13,0,8457000.0,39636196681,12350083288,78114906003
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46500000,2018-11-13,0,-140000.0,2197566750,12350083288,78114906003
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46260000,2018-11-14,0,-240000.0,2533174470,12353406288,78493156721
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12307146288,2018-11-14,0,3563000.0,39677834681,12353406288,78493156721
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46060000,2018-11-15,0,-200000.0,2522222570,12355270288,78517622829
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12309210288,2018-11-15,0,2064000.0,39752907180,12355270288,78517622829
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12308710288,2018-11-16,0,-500000.0,39687439881,12354670288,78941420026
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45960000,2018-11-16,0,-100000.0,2516746620,12354670288,78941420026
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12308460288,2018-11-17,0,-250000.0,39588661881,12354420288,78881888136
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45960000,2018-11-17,0,0.0,2516746620,12354420288,78881888136
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,46020000,2018-11-18,0,60000.0,2520032190,12367880288,79117405481
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12321860288,2018-11-18,0,13400000.0,39762101481,12367880288,79117405481
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12328239288,2018-11-19,0,6379000.0,39837987881,12374059288,79104023585
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45820000,2018-11-19,0,-200000.0,2509080290,12374059288,79104023585
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12336319788,2018-11-20,0,8080500.0,39921769574,12382039788,79081883800
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45720000,2018-11-20,0,-100000.0,2503604340,12382039788,79081883800
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12358169788,2018-11-21,0,21850000.0,40388196549,12403889788,79305803658
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45720000,2018-11-21,0,0.0,2503604340,12403889788,79305803658
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45320000,2018-11-22,0,-400000.0,2481700540,12412486938,79570972083
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12367166938,2018-11-22,0,8997150.0,40679622199,12412486938,79570972083
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12369256938,2018-11-23,0,2090000.0,40880834199,12414496938,80032388660
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45240000,2018-11-23,0,-80000.0,2477319780,12414496938,80032388660
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12363565938,2018-11-24,0,-5691000.0,40827450199,12408805938,79997104089
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45240000,2018-11-24,0,0.0,2477319780,12408805938,79997104089
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45240000,2018-11-25,0,0.0,2477319780,12419596338,79950372128
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12374356338,2018-11-25,0,10790400.0,40950938599,12419596338,79950372128
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12379342338,2018-11-26,0,4986000.0,40983260599,12424682338,79605734814
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45340000,2018-11-26,0,100000.0,2482795730,12424682338,79605734814
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12375181338,2018-11-27,0,-4161000.0,41009257750,12420481338,79644918795
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45300000,2018-11-27,0,-40000.0,2480605350,12420481338,79644918795
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,45200000,2018-11-28,0,-100000.0,2475129400,12425181338,79583445429
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12379981338,2018-11-28,0,4800000.0,41029809950,12425181338,79583445429
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12386317238,2018-11-29,0,6335900.0,41043279250,12431057238,79606076246
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,44740000,2018-11-29,0,-460000.0,2449940030,12431057238,79606076246
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,44680000,2018-11-30,0,-60000.0,2446654460,12427495238,79410189108
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12382815238,2018-11-30,0,-3502000.0,40762353250,12427495238,79410189108
1 YEAR'S & ABOVE FIXED DEPOSIT,0,USD,FIXED DEPOSIT,44680000,2018-12-01,0,0.0,2446654460,12427495238,79386819692
1 YEAR'S & ABOVE FIXED DEPOSIT,0,NPR,FIXED DEPOSIT,12382815238,2018-12-01,0,0.0,40692416250,12427495238,79386819692
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-03,0,,39681070236,2810000,77912665693
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-04,0,0.0,39797917236,2810000,77977010989
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-05,0,0.0,39605799775,2810000,77951951880
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-06,0,0.0,39685066336,2810000,78165430308
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-07,0,0.0,39589733166,2810000,78133777223
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-08,0,0.0,39509732666,2810000,78082860514
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-09,0,0.0,39397176831,2810000,78058049017
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-10,0,0.0,39323224531,2810000,77844623425
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-11,0,0.0,39457257531,2810000,77433450315
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-12,0,0.0,39626774481,2810000,77882990164
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-13,0,0.0,39636196681,2810000,78114906003
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-14,0,0.0,39677834681,2810000,78493156721
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-15,0,0.0,39752907180,2810000,78517622829
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-16,0,0.0,39687439881,2810000,78941420026
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-17,0,0.0,39588661881,2810000,78881888136
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-18,0,0.0,39762101481,2810000,79117405481
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-19,0,0.0,39837987881,2810000,79104023585
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-20,0,0.0,39921769574,2810000,79081883800
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-21,0,0.0,40388196549,2810000,79305803658
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-22,0,0.0,40679622199,2810000,79570972083
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-23,0,0.0,40880834199,2810000,80032388660
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-24,0,0.0,40827450199,2810000,79997104089
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-25,0,0.0,40950938599,2810000,79950372128
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-26,0,0.0,40983260599,2810000,79605734814
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-27,0,0.0,41009257750,2810000,79644918795
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-28,0,0.0,41029809950,2810000,79583445429
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-29,0,0.0,41043279250,2810000,79606076246
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-11-30,0,0.0,40762353250,2810000,79410189108
1 YR SPECIAL FD,0,NPR,FIXED DEPOSIT,2810000,2018-12-01,0,0.0,40692416250,2810000,79386819692
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-03,0,,39681070236,1000000,77912665693
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-04,0,0.0,39797917236,1000000,77977010989
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-05,0,0.0,39605799775,1000000,77951951880
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-06,0,0.0,39685066336,1000000,78165430308
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-07,0,0.0,39589733166,1000000,78133777223
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-08,0,0.0,39509732666,1000000,78082860514
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-09,0,0.0,39397176831,1000000,78058049017
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-10,0,0.0,39323224531,1000000,77844623425
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-11,0,0.0,39457257531,1000000,77433450315
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-12,0,0.0,39626774481,1000000,77882990164
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-13,0,0.0,39636196681,1000000,78114906003
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-14,0,0.0,39677834681,1000000,78493156721
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-15,0,0.0,39752907180,1000000,78517622829
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-16,0,0.0,39687439881,1000000,78941420026
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-17,0,0.0,39588661881,1000000,78881888136
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-18,0,0.0,39762101481,1000000,79117405481
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-19,0,0.0,39837987881,1000000,79104023585
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-20,0,0.0,39921769574,1000000,79081883800
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-21,0,0.0,40388196549,1000000,79305803658
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-22,0,0.0,40679622199,1000000,79570972083
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-23,0,0.0,40880834199,1000000,80032388660
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-24,0,0.0,40827450199,1000000,79997104089
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-25,0,0.0,40950938599,1000000,79950372128
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-26,0,0.0,40983260599,1000000,79605734814
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-27,0,0.0,41009257750,1000000,79644918795
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-28,0,0.0,41029809950,1000000,79583445429
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-29,0,0.0,41043279250,1000000,79606076246
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-11-30,0,0.0,40762353250,1000000,79410189108
150 Days Fixed Deposit,0,NPR,FIXED DEPOSIT,1000000,2018-12-01,0,0.0,40692416250,1000000,79386819692
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,12025000,2018-11-03,0,,39681070236,12025000,77912665693
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,12025000,2018-11-04,0,0.0,39797917236,12025000,77977010989
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,12025000,2018-11-05,0,0.0,39605799775,12025000,77951951880
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,12025000,2018-11-06,0,0.0,39685066336,12025000,78165430308
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,12025000,2018-11-07,0,0.0,39589733166,12025000,78133777223
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,11700000,2018-11-08,0,-325000.0,39509732666,11700000,78082860514
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,11700000,2018-11-09,0,0.0,39397176831,11700000,78058049017
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,11700000,2018-11-10,0,0.0,39323224531,11700000,77844623425
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,11700000,2018-11-11,0,0.0,39457257531,11700000,77433450315
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,8700000,2018-11-12,0,-3000000.0,39626774481,8700000,77882990164
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,3700000,2018-11-13,0,-5000000.0,39636196681,3700000,78114906003
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,3700000,2018-11-14,0,0.0,39677834681,3700000,78493156721
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,3700000,2018-11-15,0,0.0,39752907180,3700000,78517622829
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,3700000,2018-11-16,0,0.0,39687439881,3700000,78941420026
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,3700000,2018-11-17,0,0.0,39588661881,3700000,78881888136
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,3700000,2018-11-18,0,0.0,39762101481,3700000,79117405481
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,3500000,2018-11-19,0,-200000.0,39837987881,3500000,79104023585
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,3500000,2018-11-20,0,0.0,39921769574,3500000,79081883800
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,3500000,2018-11-21,0,0.0,40388196549,3500000,79305803658
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,1500000,2018-11-22,0,-2000000.0,40679622199,1500000,79570972083
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,1500000,2018-11-23,0,0.0,40880834199,1500000,80032388660
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,1500000,2018-11-24,0,0.0,40827450199,1500000,79997104089
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,1500000,2018-11-25,0,0.0,40950938599,1500000,79950372128
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,500000,2018-11-26,0,-1000000.0,40983260599,500000,79605734814
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,500000,2018-11-27,0,0.0,41009257750,500000,79644918795
90 Day's Individual Fixed Deposit,0,NPR,FIXED DEPOSIT,500000,2018-11-28,0,0.0,41029809950,500000,79583445429
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,132844313,2018-11-03,4,,23920088246,132844313,77912665693
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,136375182,2018-11-04,4,3530869.0,23864034459,136375182,77977010989
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,133018327,2018-11-05,4,-3356855.0,24057627282,133018327,77951951880
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,132992569,2018-11-06,4,-25758.0,23959847802,132992569,78165430308
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,133096105,2018-11-07,4,103536.0,24003319968,133096105,78133777223
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,133065803,2018-11-08,4,-30302.0,24022390416,133065803,78082860514
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,133468614,2018-11-09,4,402811.0,24066120632,133468614,78058049017
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,133482780,2018-11-10,4,14166.0,24103812028,133482780,77844623425
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,134138492,2018-11-11,4,655712.0,24034955424,134138492,77433450315
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,133770624,2018-11-12,4,-367868.0,24044334107,133770624,77882990164
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,134307602,2018-11-13,4,536978.0,24092180680,134307602,78114906003
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,133135551,2018-11-14,4,-1172051.0,24144486926,133135551,78493156721
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,140603165,2018-11-15,4,7467614.0,24188423184,140603165,78517622829
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,140490714,2018-11-16,4,-112451.0,24103388862,140490714,78941420026
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,141862333,2018-11-17,4,1371619.0,24138635481,141862333,78881888136
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,134633694,2018-11-18,4,-7228639.0,24061962960,134633694,79117405481
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,135843524,2018-11-19,4,1209830.0,24042012805,135843524,79104023585
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,135733986,2018-11-20,4,-109538.0,23986881385,135733986,79081883800
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,133999472,2018-11-21,4,-1734514.0,23958582974,133999472,79305803658
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,134637623,2018-11-22,4,638151.0,23916240361,134637623,79570972083
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,134855912,2018-11-23,4,218289.0,23890966712,134855912,80032388660
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,135060302,2018-11-24,4,204390.0,23913427421,135060302,79997104089
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,134283398,2018-11-25,4,-776904.0,23867999419,134283398,79950372128
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,134465781,2018-11-26,4,182383.0,23851612276,134465781,79605734814
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,136691845,2018-11-27,4,2226064.0,23923339484,136691845,79644918795
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,134305837,2018-11-28,4,-2386008.0,23936340194,134305837,79583445429
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,133041069,2018-11-29,4,-1264768.0,23966577636,133041069,79606076246
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,132625477,2018-11-30,4,-415592.0,23952433159,132625477,79410189108
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,132529234,2018-12-01,4,-96243.0,23947496521,132529234,79386819692
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,51717685,2018-11-03,4,,51717685,51717685,77912665693
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,51585282,2018-11-04,4,-132403.0,51585282,51585282,77977010989
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,51880400,2018-11-05,4,295118.0,51880400,51880400,77951951880
